Universitas,Prodi,Rank,text
politeknik kelautan dan perikanan bitung,mekanisasi perikanan,999.0,mekanisasi perikanan
universitas siber muhammadiyah,pjj hukum,999.0,pjj hukum
akademi pertanian yogyakarta,budidaya tanaman pangan,999.0,budidaya tanaman pangan
universitas negeri malang,ilmu komunikasi,22.0,ilmu komunikasi
universitas muhammadiyah karanganyar,ilmu komunikasi,999.0,ilmu komunikasi
institut teknologi dan sains padang lawas utara,agroteknologi,999.0,agroteknologi
universitas nasional,agroteknologi,999.0,agroteknologi
universitas simalungun,kehutanan,999.0,kehutanan
universitas muhammadiyah aceh,agribisnis,999.0,agribisnis
universitas iba,agribisnis,999.0,agribisnis
sekolah tinggi ilmu administrasi lppn,administrasi publik,999.0,administrasi publik
universitas kalbis,ilmu komunikasi,999.0,ilmu komunikasi
institut agama kristen negeri toraja,misiologi,999.0,misiologi
universitas cendekia mitra indonesia,desain komunikasi visual,999.0,desain komunikasi visual
universitas karya husada semarang,hukum,999.0,hukum
universitas muhammadiyah karanganyar,peternakan,999.0,peternakan
institut bisnis dan teknologi indonesia,desain komunikasi visual,999.0,desain komunikasi visual
universitas muslim buton,peradilan pidana,999.0,peradilan pidana
universitas muslim buton,administrasi pemerintahan daerah,999.0,administrasi pemerintahan daerah
politeknik negeri bali,perhotelan,999.0,perhotelan
sekolah tinggi agama islam azzain sampang,ilmu alquran dan tafsir,999.0,ilmu alquran dan tafsir
stai maarif kendal ngawi,muamalah,999.0,muamalah
institut seni budaya indonesia bandung,seni karawitan,999.0,seni karawitan
institut agama islam negeri madura,ilmu hadis,999.0,ilmu hadis
iain manado,hukum keluarga,999.0,hukum keluarga
institut agama islam latifah mubarokiyah suryalaya tasikmalaya,hukum ekonomi syariah,999.0,hukum ekonomi syariah
universitas islam negeri sayyid ali rahmatullah tulungagung,hukum keluarga islam,999.0,hukum keluarga islam
institut ilmu sosial dan bisnis andi sapada,ilmu hukum,999.0,ilmu hukum
universitas maritim amni,ketatalaksanaan pelayaran niaga dan kepelabuhan,999.0,ketatalaksanaan pelayaran niaga dan kepelabuhan
universitas bina nusantara,sastra cina,10.0,sastra cina
universitas brawijaya,perencanaan wilayah dan kota,9.0,perencanaan wilayah dan kota
universitas islam negeri imam bonjol padang,ilmu alquran dan tafsir,999.0,ilmu alquran dan tafsir
universitas al asyariah mandar,agroteknologi,999.0,agroteknologi
universitas pertiwi,desain komunikasi visual,999.0,desain komunikasi visual
universitas pertahanan,kimia,999.0,kimia
universitas pertahanan,matematika,999.0,matematika
universitas islam negeri sultan maulana hasanuddin banten,asuransi syariah,999.0,asuransi syariah
universitas negeri padang,statistika,21.0,statistika
universitas pattimura,matematika,999.0,matematika
universitas islam bandung,akuntansi,999.0,akuntansi
universitas koperasi indonesia,akuntansi,999.0,akuntansi
universitas negeri makassar,administrasi bisnis,999.0,administrasi bisnis
sekolah tinggi ilmu ekonomi mulia darma pratama,manajemen,999.0,manajemen
universitas hindu negeri i gusti bagus sugriwa denpasar,kewirausahaan,999.0,kewirausahaan
universitas mega buana palopo,kewirausahaan,999.0,kewirausahaan
institut administrasi dan kesehatan setih setio muara bungo,ilmu administrasi niaga,999.0,ilmu administrasi niaga
institut teknologi dan bisnis arungpalakka,bisnis digital,999.0,bisnis digital
institut digital ekonomi lpkia,administrasi bisnis,999.0,administrasi bisnis
iain kendari,manajemen bisnis syariah,999.0,manajemen bisnis syariah
universitas muhammadiyah kalimantan timur,akuntansi,999.0,akuntansi
stai nida el adabi parung panjang bogor,manajemen bisnis syariah,999.0,manajemen bisnis syariah
universitas ichsan sidenreng rappang,manajemen,999.0,manajemen
sekolah tinggi sains islam bina cendekia utama cirebon,ekonomi syariah,999.0,ekonomi syariah
universitas sumatera utara,gizi,14.0,gizi
sekolah tinggi ilmu kesehatan bhakti pertiwi luwu raya,farmasi,999.0,farmasi
sekolah tinggi ilmu farmasi riau,farmasi,999.0,farmasi
politeknik kesehatan kementerian kesehatan malang,kebidanan,999.0,kebidanan
politeknik kesehatan kementerian kesehatan bengkulu,teknologi laboratorium medis,999.0,teknologi laboratorium medis
politeknik prasetiya mandiri,komputerisasi akuntansi,999.0,komputerisasi akuntansi
universitas udayana,keperawatan,999.0,keperawatan
universitas sebelas april,kesehatan masyarakat,999.0,kesehatan masyarakat
universitas perintis indonesia,keperawatan,999.0,keperawatan
universitas aisyah pringsewu,farmasi,999.0,farmasi
universitas aisyiyah yogyakarta,gizi,999.0,gizi
sekolah tinggi ilmu kesehatan mitra ria husada jakarta,kesehatan masyarakat,999.0,kesehatan masyarakat
politeknik kesehatan kementerian kesehatan kupang,keperawatan,999.0,keperawatan
politeknik kesehatan kementerian kesehatan denpasar,sanitasi lingkungan,999.0,sanitasi lingkungan
politeknik kesehatan kementerian kesehatan denpasar,sanitasi,999.0,sanitasi
politeknik kesehatan kementerian kesehatan bengkulu,gizi,999.0,gizi
politeknik kesehatan kementerian kesehatan bengkulu,sanitasi,999.0,sanitasi
politekknik kesehatan kementerian kesehatan riau,keperawatan,999.0,keperawatan
universitas sari mutiara indonesia,kebidanan,999.0,kebidanan
universitas muhammadiyah surabaya,pendidikan dokter,999.0,pendidikan dokter
universitas airlangga,keperawatan,4.0,keperawatan
politeknik kesehatan kementerian kesehatan kendari,gizi,999.0,gizi
sekolah tinggi agama kristen nabire,teologi,999.0,teologi
politeknik omna trisakti chandra,pengelolaan pariwisata global,999.0,pengelolaan pariwisata global
institut seni indonesia surakarta,arsitektur,999.0,arsitektur
institut seni indonesia surakarta,tata kelola seni,999.0,tata kelola seni
institut seni indonesia surakarta,destinasi pariwisata,999.0,destinasi pariwisata
universitas lambung mangkurat,antropologi,999.0,antropologi
universitas insaniah sumatera utara,hukum tatan negara,999.0,hukum tatan negara
universitas insaniah sumatera utara,hukum pidana islam,999.0,hukum pidana islam
universitas sulawesi barat,sumber daya akuatik,999.0,sumber daya akuatik
politeknik prasetiya mandiri,teknik otomotif,999.0,teknik otomotif
politeknik prasetiya mandiri,administrasi niaga,999.0,administrasi niaga
politeknik prasetiya mandiri,akuntansi,999.0,akuntansi
sekolah tinggi agama kristen sabda holistik malang,terapan ministri kristen,999.0,terapan ministri kristen
politeknik bombana,pengelolaan perkebunan,999.0,pengelolaan perkebunan
universitas mathla ul anwar,teknologi pangan,999.0,teknologi pangan
politeknik bisnis dan pasar modal,manajemen aktuaria,999.0,manajemen aktuaria
universitas prima indonesia,arsitektur,999.0,arsitektur
universitas ichsan gorontalo utara,ilmu hukum,999.0,ilmu hukum
stih litigasi,ilmu hukum,999.0,ilmu hukum
universitas bali internasional,hubungan internasional,999.0,hubungan internasional
universitas hasanuddin,agribisnis pangan,11.0,agribisnis pangan
sekolah tinggi agama islam sidogiri pasuruan,psikologi islam,999.0,psikologi islam
universitas al washliyah darussalam banda aceh,agribisnis,999.0,agribisnis
universitas al washliyah darussalam banda aceh,agroteknologi,999.0,agroteknologi
universitas adiwangsa jambi,hukum,999.0,hukum
institut pertanian bogor,smart agriculture,5.0,smart agriculture
politeknik prasetiya mandiri,usaha perjalanan wisata,999.0,usaha perjalanan wisata
universitas citra bangsa,pengelolaan perhotelan,999.0,pengelolaan perhotelan
universitas islam syarifuddin lumajang,manajemen dakwah,999.0,manajemen dakwah
universitas islam syarifuddin lumajang,komunikasi dan penyiaran islam,999.0,komunikasi dan penyiaran islam
universitas jenderal soedirman,sastra indonesia,999.0,sastra indonesia
universitas sebelas maret,penyuluhan dan komunikasi pertanian,13.0,penyuluhan dan komunikasi pertanian
universitas atma jaya yogyakarta,hukum,999.0,hukum
universitas islam negeri fatmawati sukarno bengkulu,hukum ekonomi syariah,999.0,hukum ekonomi syariah
universitas merdeka pasuruan,agroteknologi,999.0,agroteknologi
universitas bina darma,sastra inggris,999.0,sastra inggris
sekolah tinggi teologi abdi gusti nganjuk,teologi,999.0,teologi
universitas islam indonesia,hukum keluarga,25.0,hukum keluarga
universitas riau,pemanfaatan sumber daya perikanan,999.0,pemanfaatan sumber daya perikanan
universitas pakuan,ilmu hukum,999.0,ilmu hukum
universitas islam syarifuddin lumajang,bimbingan dan konseling islam,999.0,bimbingan dan konseling islam
universitas musi rawas,administrasi publik,999.0,administrasi publik
universitas dharma wacana,sistem informasi,999.0,sistem informasi
universitas gadjah mada,bahasa dan sastra indonesia,2.0,bahasa dan sastra indonesia
universitas brawijaya,arsitektur,9.0,arsitektur
universitas diponegoro,perikanan tangkap,8.0,perikanan tangkap
universitas negeri jakarta,sastra indonesia,999.0,sastra indonesia
universitas 17 agustus 1945 cirebon,perhotelan,999.0,perhotelan
universitas suryakancana,ilmu hukum,999.0,ilmu hukum
universitas airlangga,psikologi,4.0,psikologi
universitas airlangga,ilmu hukum,4.0,ilmu hukum
universitas gadjah mada,bahasa,2.0,bahasa
universitas gadjah mada,bahasa dan kebudayaan jepang,2.0,bahasa dan kebudayaan jepang
universitas dharma wacana,administrasi publik,999.0,administrasi publik
universitas dharma wacana,agroteknologi,999.0,agroteknologi
universitas djuanda,peternakan,999.0,peternakan
stmik pranata indonesia,sistem informasi,999.0,sistem informasi
institut kesehatan immanuel,ilmu gizi,999.0,ilmu gizi
universitas safin pati,kebidanan,999.0,kebidanan
universitas nusa cendana,biologi,999.0,biologi
universitas nusa cendana,matematika,999.0,matematika
universitas taruna bakti,rekayasa logistik,999.0,rekayasa logistik
politeknik ubaya,akuntansi,999.0,akuntansi
universitas widyatama,akuntansi,999.0,akuntansi
universitas gunadarma,manajemen,999.0,manajemen
politeknik negeri bali,manajemen bisnis internasional,999.0,manajemen bisnis internasional
sekolah tinggi ilmu ekonomi pgri dewantara,akuntansi,999.0,akuntansi
universitas muhammadiyah semarang,manajemen,999.0,manajemen
universitas islam negeri sayyid ali rahmatullah tulungagung,manajemen keuangan syariah,999.0,manajemen keuangan syariah
politeknik tunas pemuda,akuntansi perpajakan,999.0,akuntansi perpajakan
sekolah tinggi agama islam al bayan sulawesi selatan,ekonomi syariah,999.0,ekonomi syariah
institut nahdlatul ulama tasikmalaya,ekonomi syariah,999.0,ekonomi syariah
universitas katolik indonesia atma jaya,akuntansi,20.0,akuntansi
universitas bina nusantara,manajemen,10.0,manajemen
stie ibek pangkalpinang bangka,akuntansi,999.0,akuntansi
universitas pendidikan muhammadiyah sorong,manajemen,999.0,manajemen
institut administrasi dan kesehatan setih setio muara bungo,bisnis digital,999.0,bisnis digital
universitas katolik widya mandala surabaya,kewirausahaan,999.0,kewirausahaan
sekolah tinggi ilmu ekonomi bank bpd jawa tengah,akuntansi,999.0,akuntansi
politeknik prestasi prima,manajemen pemasaran,999.0,manajemen pemasaran
universitas bima sakapenta,manajemen,999.0,manajemen
universitas bima sakapenta,akuntansi,999.0,akuntansi
universitas langlang buana,bisnis digital,999.0,bisnis digital
universitas islam negeri arraniry banda aceh,manajemen bisnis syariah,999.0,manajemen bisnis syariah
stai mahad aly alhikam malang,ekonomi syariah,999.0,ekonomi syariah
universitas bhakti husada indonesia,bisnis digital,999.0,bisnis digital
universitas bina bangsa,bisnis digital,999.0,bisnis digital
sekolah tinggi ilmu kesehatan st elisabeth keuskupan maumere,informatika medis,999.0,informatika medis
sekolah tinggi ilmu kesehatan widya dharma husada tangerang,farmasi,999.0,farmasi
universitas papua,kesehatan hewan,999.0,kesehatan hewan
sekolah tinggi ilmu kesehatan widya dharma husada tangerang,farmasi klinik dan komunitas,999.0,farmasi klinik dan komunitas
sekolah tinggi ilmu kesehatan karya husada kediri,keperawatan,999.0,keperawatan
universitas negeri padang,kimia,21.0,kimia
universitas widya nusantara,gizi,999.0,gizi
universitas sriwijaya,gizi,999.0,gizi
universitas sipatokkong mambo,gizi,999.0,gizi
universitas sipatokkong mambo,kebidanan,999.0,kebidanan
universitas singaperbangsa karawang,farmasi,999.0,farmasi
universitas aufa royhan,farmasi,999.0,farmasi
universitas andi sudirman,kebidanan,999.0,kebidanan
universitas andalas,kebidanan,24.0,kebidanan
sekolah tinggi ilmu kesehatan nani hasanuddin,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan mitra adiguna,ilmu keperawatan,999.0,ilmu keperawatan
sekolah tinggi ilmu kesehatan karya husada kediri,kebidanan,999.0,kebidanan
politeknik kesehatan bakti sumba,manajemen informasi kesehatan,999.0,manajemen informasi kesehatan
akademi kebidanan medica bakti persada,kebidanan,999.0,kebidanan
universitas pgri adi buana surabaya,biologi,999.0,biologi
universitas pakuan,biologi,999.0,biologi
universitas negeri malang,bioteknologi,22.0,bioteknologi
universitas negeri malang,fisika,22.0,fisika
universitas pattimura,kimia,999.0,kimia
universitas pattimura,statistika,999.0,statistika
universitas sumatera utara,biologi,14.0,biologi
universitas taruna bakti,sains data,999.0,sains data
universitas taruna bakti,informatika,999.0,informatika
universitas strada indonesia,farmasi,999.0,farmasi
universitas respati indonesia,kesehatan masyarakat,999.0,kesehatan masyarakat
universitas ngudi waluyo,farmasi,999.0,farmasi
universitas nahdlatul ulama sumatera utara,ilmu gizi,999.0,ilmu gizi
universitas nahdlatul ulama kalimantan timur,farmasi,999.0,farmasi
universitas muhammadiyah mataram,farmasi,999.0,farmasi
universitas islam malang,kedokteran,999.0,kedokteran
universitas bangka belitung,kedokteran,999.0,kedokteran
universitas aisyah pringsewu,rekam medis dan informasi kesehatan,999.0,rekam medis dan informasi kesehatan
sekolah tinggi ilmu kesehatan tanawali takalar,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan samarinda,farmasi,999.0,farmasi
sekolah tinggi ilmu kesehatan makassar,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan bina bangsa majene,keperawatan,999.0,keperawatan
sekolah tinggi ilmu kesehatan abdi persada banjarmasin,administrasi rumah sakit,999.0,administrasi rumah sakit
politeknik kesehatan kementerian kesehatan pontianak,keselamatan dan kesehatan kerja,999.0,keselamatan dan kesehatan kerja
politeknik kesehatan kementerian kesehatan palembang,gizi,999.0,gizi
politeknik kesehatan kementerian kesehatan palangkaraya,gizi,999.0,gizi
politeknik kesehatan kementerian kesehatan aceh,terapi gigi,999.0,terapi gigi
universitas islam kh achmad muzakki syah,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
sekolah tinggi agama islam imam asy syafii pekanbaru,pendidikan bahasa arab,999.0,pendidikan bahasa arab
sekolah tinggi agama islam syaichona moh cholil bangkalan,manajemen pendidikan islam,999.0,manajemen pendidikan islam
universitas pejuang republik indonesia,pendidikan kepelatihan olahraga,999.0,pendidikan kepelatihan olahraga
institut agama islam asadiyah sengkang,pendidikan bahasa arab,999.0,pendidikan bahasa arab
sekolah tinggi agama islam alistiqamah ngatabaru,pendidikan agama islam,999.0,pendidikan agama islam
universitas islam negeri mataram,pendidikan bahasa arab,999.0,pendidikan bahasa arab
universitas negeri gorontalo,pendidikan guru pendidikan anak usia dini,999.0,pendidikan guru pendidikan anak usia dini
universitas islam negeri sultan maulana hasanuddin banten,tadris bahasa inggris,999.0,tadris bahasa inggris
institut agama islam darul amal lampung,tadris bahasa inggris,999.0,tadris bahasa inggris
institut agama islam tebo,pendidikan agama islam,999.0,pendidikan agama islam
universitas islam darul ulum,pendidikan agama islam,999.0,pendidikan agama islam
sekolah tinggi teologi marturia palu,pendidikan agama kristen,999.0,pendidikan agama kristen
universitas islam negeri sultan maulana hasanuddin banten,pendidikan agama islam,999.0,pendidikan agama islam
sekolah tinggi agama islam kh muhammad ali shodiq,pendidikan bahasa arab,999.0,pendidikan bahasa arab
institut almaarif way kanan,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas muhammadiyah metro,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
universitas sebelas maret,pendidikan teknik informatika komputer,13.0,pendidikan teknik informatika komputer
universitas sebelas maret,pendidikan fisika,13.0,pendidikan fisika
sekolah tinggi keguruan dan ilmu pendidikan alamin indramayu,pendidikan ilmu pengetahuan alam,999.0,pendidikan ilmu pengetahuan alam
sekolah tinggi keguruan dan ilmu pendidikan tanjungpura,pendidikan fisika,999.0,pendidikan fisika
universitas negeri semarang,pendidikan kesejahteraan keluarga,999.0,pendidikan kesejahteraan keluarga
